Gender,Hours Studied,Previous Scores,Extracurricular Activities,Tuition,Sleep Hours,Sample Question Papers Practiced,Performance Index
Female,3,48,Yes,No,4,8,30
Male,5,54,Yes,No,7,5,41
Male,1,71,Yes,No,9,4,47
Male,6,92,No,Yes,8,0,84
Female,7,42,Yes,No,4,2,36
Male,3,43,No,Yes,5,2,25
Male,4,69,No,No,4,3,52
Female,3,52,No,No,4,4,35
Female,1,83,No,Yes,4,7,62
Female,8,60,No,Yes,8,8,62
Male,2,80,No,Yes,5,6,61
Male,1,96,Yes,No,7,9,71
Female,8,85,No,Yes,4,5,80
Female,7,58,Yes,Yes,8,2,57
Male,7,78,No,Yes,8,8,73
Male,4,87,Yes,Yes,7,9,79
Female,9,61,No,Yes,6,0,65
Female,6,59,Yes,No,5,8,49
Male,2,76,Yes,Yes,5,2,53
Female,1,70,No,No,9,8,47
Female,1,49,No,No,4,9,26
Male,9,57,No,No,6,0,53
Male,4,82,No,Yes,5,7,70
Male,5,78,Yes,No,9,5,64
Female,3,85,Yes,Yes,4,8,73
Male,4,59,No,No,6,3,43
Female,8,57,No,Yes,8,4,61
Female,4,50,Yes,Yes,4,5,39
Male,9,61,No,Yes,6,8,60
Female,9,98,Yes,No,7,5,100
Male,6,83,No,No,5,8,72
Female,2,57,No,No,4,1,35
Female,7,97,Yes,No,9,3,94
Female,9,73,Yes,No,8,2,77
Male,6,62,No,Yes,9,3,57
Male,3,40,Yes,No,4,0,20
Female,7,94,No,No,5,1,90
Male,5,49,Yes,No,5,3,36
Male,1,92,No,Yes,6,9,69
Female,3,40,No,No,9,3,26
Male,5,77,No,Yes,9,4,63
Male,7,78,Yes,No,8,8,72
Male,3,88,Yes,Yes,6,0,72
Male,6,48,Yes,Yes,8,7,46
Male,5,70,Yes,No,4,2,54
Female,1,46,No,Yes,4,8,28
Male,6,56,Yes,No,9,7,48
Female,8,74,Yes,Yes,6,7,75
Female,1,87,Yes,Yes,7,8,66
Female,2,76,No,No,5,3,56
Female,4,91,Yes,No,6,4,78
Male,2,57,Yes,No,6,6,35
Male,9,72,No,No,4,1,72
Male,8,43,No,No,5,6,40
Female,8,62,No,No,6,2,58
Male,4,50,No,Yes,4,5,38
Male,5,91,No,No,4,5,80
Female,4,48,No,No,9,5,34
Female,9,69,No,Yes,9,9,72
Female,2,47,Yes,Yes,6,1,27
Male,8,79,No,No,6,8,77
Male,2,44,No,No,4,7,20
Male,1,51,No,Yes,9,6,29
Female,3,40,No,No,6,8,25
Female,9,54,No,No,5,3,53
Male,3,64,Yes,Yes,4,1,44
Female,9,57,Yes,No,4,3,60
Male,7,77,Yes,No,6,9,73
Female,1,81,Yes,No,6,2,58
Male,5,85,Yes,No,6,1,70
Female,9,92,Yes,Yes,5,1,95
Female,3,65,Yes,Yes,4,7,53
Male,9,79,No,Yes,7,4,83
Female,5,98,No,Yes,5,5,88
Male,9,42,No,No,5,7,36
Female,6,93,No,No,9,6,86
Male,9,61,No,No,4,6,56
Male,7,65,No,No,7,6,57
Male,7,58,Yes,No,4,6,49
Male,8,83,No,Yes,5,7,78
Male,7,83,No,Yes,6,0,81
Female,9,86,No,Yes,4,2,88
Female,9,78,Yes,No,4,0,79
Female,6,98,Yes,No,6,7,87
Male,7,75,Yes,Yes,7,1,69
Female,2,60,No,No,7,6,39
Female,9,80,No,No,4,5,82
Female,1,93,No,Yes,6,0,77
Male,1,87,Yes,No,9,5,62
Female,3,65,Yes,No,4,8,49
Male,6,52,No,No,6,2,43
Female,5,75,Yes,Yes,5,6,66
Male,2,63,No,Yes,9,3,43
Male,9,80,Yes,No,6,0,79
Female,4,65,Yes,Yes,4,6,51
Male,4,60,Yes,No,8,0,40
Male,5,57,No,No,7,3,37
Male,8,54,Yes,Yes,4,8,53
Male,4,54,No,Yes,6,4,43
Female,5,45,No,No,9,6,35
Male,4,82,No,No,9,6,70
Male,6,70,Yes,Yes,6,2,58
Female,3,67,Yes,No,7,7,53
Male,8,47,Yes,No,4,0,41
Male,6,68,No,No,9,3,57
Female,5,60,Yes,No,9,9,52
Female,2,56,Yes,No,8,3,41
Male,7,95,No,No,5,1,88
Male,2,96,No,No,8,5,74
Female,1,88,No,No,5,0,63
Male,7,63,Yes,No,9,2,57
Male,5,97,Yes,Yes,5,8,89
Female,1,89,No,Yes,4,9,68
Male,4,75,Yes,No,9,5,65
Female,4,70,No,Yes,9,1,60
Male,7,86,Yes,No,5,8,82
Female,9,73,No,No,6,1,72
Female,2,41,Yes,No,5,6,26
Male,1,81,No,No,5,0,56
Female,2,42,No,No,7,4,18
Male,7,69,No,No,7,6,60
Male,6,47,Yes,No,4,2,36
Female,4,91,Yes,No,4,3,80
Female,1,46,Yes,Yes,6,4,27
Female,1,51,No,No,7,2,26
Female,5,97,No,No,8,5,87
Male,1,58,No,Yes,4,2,35
Male,7,65,No,No,4,7,58
Male,1,67,No,Yes,7,6,49
Male,1,54,No,Yes,7,0,34
Female,2,53,No,No,6,1,32
Female,3,87,No,Yes,7,3,70
Female,1,98,No,Yes,5,4,80
Female,9,53,Yes,No,9,9,55
Female,8,42,No,Yes,8,3,46
Female,5,89,Yes,No,9,3,81
Male,2,68,No,Yes,5,8,49
Female,5,93,Yes,Yes,5,3,90
Male,6,45,No,Yes,9,3,39
Female,1,88,Yes,No,5,3,68
Female,4,62,No,No,4,1,45
Female,9,67,No,No,9,7,67
Female,2,53,No,Yes,5,3,31
Female,5,53,Yes,Yes,4,4,46
Female,1,59,No,Yes,7,7,40
Female,4,52,Yes,No,8,3,44
Female,4,66,Yes,No,8,4,54
Male,6,74,Yes,Yes,5,4,67
Female,9,84,Yes,Yes,8,5,92
Male,3,95,Yes,No,4,6,76
Female,9,41,No,No,7,2,40
Male,6,80,Yes,Yes,5,9,71
Male,7,84,Yes,Yes,6,2,80
Male,2,79,Yes,No,9,8,61
Female,6,87,Yes,No,8,0,79
Female,6,63,No,No,8,9,59
Male,2,68,No,No,5,7,42
Female,2,42,No,No,9,9,26
Male,2,84,Yes,Yes,9,2,65
Male,1,43,Yes,No,8,4,21
Male,5,89,Yes,No,8,2,77
Female,8,41,No,Yes,6,9,42
Female,2,59,Yes,No,9,0,42
Female,5,93,No,Yes,4,9,87
Male,8,92,Yes,No,5,4,87
Male,5,54,Yes,No,5,7,41
Female,2,88,No,Yes,6,4,73
Female,3,71,Yes,No,6,3,58
Female,6,81,No,No,4,8,74
Male,5,40,Yes,Yes,7,0,28
Female,4,77,No,No,5,4,67
Female,4,74,Yes,Yes,9,0,67
Female,5,90,Yes,Yes,8,5,86
Female,2,46,Yes,Yes,4,9,30
Male,9,84,Yes,No,5,8,83
Female,2,52,Yes,Yes,9,1,33
Male,2,88,No,No,4,3,67
Female,9,40,No,No,7,7,34
Male,3,53,Yes,No,9,2,35
Male,7,68,No,No,5,6,59
Female,4,97,No,No,8,6,86
Female,6,42,No,No,9,1,33
Female,4,85,No,No,5,9,72
Female,7,63,Yes,Yes,4,3,59
Male,1,40,No,No,7,0,14
Male,3,87,No,Yes,9,7,71
Female,3,49,Yes,Yes,4,9,35
Male,1,52,Yes,No,4,9,25
Female,6,75,Yes,No,6,8,72
Female,9,48,Yes,Yes,4,0,46
Male,8,53,Yes,No,9,6,48
Male,7,75,Yes,No,7,0,67
Female,8,49,Yes,No,8,0,46
Female,6,79,Yes,Yes,6,8,77
Male,9,62,No,No,4,9,60
Male,3,74,Yes,Yes,9,9,59
Male,9,94,No,No,5,5,91
Female,4,46,Yes,No,6,0,33
Male,7,81,Yes,No,7,6,70
Female,9,74,No,Yes,5,2,74
Male,2,41,Yes,No,7,9,20
Female,2,54,Yes,Yes,5,3,37
Female,9,48,No,Yes,8,3,51
Male,3,86,No,Yes,7,7,71
Male,9,56,No,Yes,5,0,55
Female,5,78,No,Yes,7,7,73
Male,6,91,No,No,6,8,81
Male,2,57,No,No,7,6,34
Female,8,54,Yes,Yes,9,0,53
Female,9,57,Yes,No,7,6,58
Female,2,63,Yes,Yes,5,5,46
Female,6,62,Yes,No,7,4,54
Male,6,51,Yes,Yes,8,4,41
Male,8,62,No,Yes,4,0,59
Male,5,60,No,Yes,6,5,49
Male,9,65,Yes,Yes,9,3,69
Male,1,47,No,Yes,5,0,23
Female,9,69,Yes,No,7,7,69
Male,7,73,No,No,7,7,66
Male,4,41,Yes,No,7,3,29
Female,3,44,Yes,No,6,6,26
Male,6,70,Yes,Yes,9,2,63
Female,1,72,No,Yes,4,7,50
Male,3,93,No,Yes,8,6,78
Male,2,43,Yes,Yes,9,4,23
Male,9,45,No,Yes,8,4,46
Female,3,62,Yes,No,9,8,50
Male,2,84,Yes,No,5,5,64
Male,4,58,No,Yes,4,5,43
Male,2,82,Yes,Yes,4,1,62
Female,1,84,Yes,Yes,6,4,67
Male,6,47,Yes,Yes,9,3,36
Female,8,78,No,No,7,9,76
Male,2,52,Yes,Yes,4,2,35
Male,9,40,Yes,No,9,8,41
Male,3,45,Yes,Yes,7,6,29
Male,8,46,Yes,Yes,6,3,40
Male,8,87,No,No,9,8,80
Male,3,66,Yes,Yes,9,8,49
Male,3,54,Yes,No,5,6,32
Female,6,91,No,No,9,4,83
Male,1,73,No,Yes,5,8,53
Female,4,97,No,No,7,6,81
Male,1,96,No,Yes,7,8,74
Female,3,62,No,No,4,2,45
Female,9,87,No,No,6,8,88
Male,5,88,Yes,Yes,5,0,78
Male,5,63,Yes,No,4,4,49
Female,4,54,No,No,8,1,42
Female,3,74,Yes,No,4,0,57
Female,5,43,No,No,7,2,29
Male,4,83,Yes,Yes,8,6,70
Female,8,76,No,No,4,2,72
Male,4,56,No,No,9,9,42
Female,8,70,Yes,Yes,6,9,74
Male,6,77,No,No,5,8,69
Male,5,49,Yes,No,9,2,39
Female,4,93,No,No,8,5,80
Female,4,89,No,No,6,1,77
Male,4,66,Yes,Yes,4,7,55
Male,9,81,No,No,9,9,82
Male,4,45,Yes,No,7,4,26
Female,9,95,Yes,Yes,7,1,97
Female,6,45,Yes,Yes,6,6,39
Female,7,91,Yes,No,7,2,86
Female,3,54,Yes,Yes,5,4,38
Female,8,43,No,No,6,8,40
Male,3,96,No,No,6,0,77
Male,1,87,Yes,Yes,7,1,66
Male,5,93,No,Yes,6,4,82
Female,2,95,Yes,No,4,3,76
Female,6,79,No,Yes,8,0,75
Female,9,46,Yes,No,9,6,49
Male,1,90,No,Yes,8,8,70
Male,4,97,Yes,No,9,0,83
Female,1,88,No,No,7,7,67
Female,1,92,Yes,No,5,8,70
Female,8,84,Yes,No,5,1,83
Male,2,86,No,Yes,7,0,69
Female,1,65,Yes,No,7,5,42
Female,8,97,Yes,Yes,6,6,100
Female,4,70,No,No,5,1,53
Male,3,41,No,Yes,8,4,25
Female,4,67,Yes,Yes,7,4,58
Male,5,81,Yes,No,8,6,70
Male,1,52,Yes,Yes,9,0,29
Male,1,57,Yes,No,8,9,35
Female,3,69,No,Yes,5,7,58
Female,6,94,Yes,No,9,4,88
Male,1,50,Yes,Yes,8,2,26
Female,2,52,No,No,6,8,30
Female,7,90,No,No,6,2,87
Female,1,63,Yes,Yes,5,6,43
Male,7,96,No,Yes,6,9,92
Female,4,68,No,Yes,7,6,58
Male,6,95,No,Yes,9,9,85
Female,8,93,Yes,Yes,5,7,97
Female,9,44,Yes,Yes,9,9,53
Male,6,74,Yes,No,8,7,65
Male,9,58,No,No,7,3,55
Female,4,94,Yes,Yes,5,0,84
Female,6,52,Yes,Yes,8,3,47
Male,8,44,Yes,Yes,8,5,45
Female,9,83,No,Yes,8,9,89
Female,3,53,Yes,Yes,8,5,43
Male,2,77,Yes,No,8,5,54
Male,6,61,Yes,Yes,5,6,54
Female,4,48,Yes,No,6,0,34
Female,1,88,No,No,8,9,69
Female,8,79,Yes,No,7,0,77
Male,9,65,Yes,No,5,6,61
Male,9,84,No,Yes,4,3,81
Female,2,44,No,No,6,5,23
Male,9,68,No,No,7,5,65
Male,7,93,No,Yes,8,8,89
Male,5,61,No,No,5,1,46
Male,7,88,Yes,No,5,3,78
Male,9,42,No,No,8,3,38
Female,8,67,No,Yes,7,6,67
Female,6,77,No,Yes,5,0,71
Male,4,53,Yes,Yes,9,4,40
Female,1,86,Yes,No,6,3,65
Female,6,53,Yes,No,7,1,48
Female,3,82,No,No,8,4,66
Male,6,50,Yes,Yes,7,8,47
Female,6,48,No,Yes,9,7,47
Female,4,77,No,Yes,7,8,68
Male,2,86,Yes,No,4,6,63
Male,9,83,Yes,No,8,9,83
Female,2,45,Yes,Yes,6,6,31
Male,3,40,No,No,8,1,21
Female,1,64,Yes,No,4,2,45
Female,7,55,Yes,No,8,9,51
Female,1,91,Yes,Yes,8,7,74
Male,9,54,Yes,No,6,1,55
Male,1,73,Yes,No,4,6,46
Male,5,56,No,Yes,8,5,50
Female,7,42,No,Yes,9,9,37
Male,3,42,Yes,No,8,3,22
Female,9,76,No,Yes,5,3,76
Female,8,56,No,Yes,8,2,53
Male,3,94,No,Yes,6,5,77
Male,5,88,Yes,Yes,5,2,76
Male,7,91,No,Yes,9,8,89
Male,4,77,Yes,Yes,9,3,61
Male,5,40,No,No,9,3,31
Female,3,46,Yes,No,4,1,27
Female,9,65,No,No,9,1,66
Male,9,86,No,No,7,6,84
Female,7,78,Yes,No,6,4,73
Female,2,58,Yes,No,4,2,38
Male,7,91,No,No,5,5,85
Male,7,93,Yes,No,7,5,83
Female,5,69,Yes,No,4,0,60
Female,9,82,Yes,No,6,2,77
Male,3,94,Yes,Yes,5,4,79
Male,4,53,No,No,6,6,37
Male,1,52,Yes,Yes,6,3,28
Male,6,59,No,Yes,5,7,51
Female,4,65,No,No,9,2,52
Male,1,66,Yes,No,8,5,41
Female,2,64,Yes,Yes,6,5,42
Female,3,48,Yes,Yes,9,8,35
Female,9,80,Yes,Yes,5,3,87
Female,8,87,No,No,6,6,83
Female,7,51,No,No,8,9,46
Female,4,49,Yes,No,5,0,33
Male,1,45,No,No,4,0,17
Female,8,89,Yes,No,4,1,83
Female,4,73,No,Yes,9,3,65
Male,3,98,No,Yes,4,5,82
Female,9,91,No,Yes,7,3,94
Male,4,80,Yes,Yes,6,5,65
Male,4,58,Yes,No,6,1,40
Male,9,45,No,Yes,5,8,46
Female,2,41,Yes,No,7,2,22
Male,5,54,Yes,Yes,6,6,44
Male,4,56,No,Yes,5,0,42
Male,9,55,Yes,Yes,8,7,62
Male,5,67,Yes,No,6,3,56
Male,9,60,No,No,9,4,56
Female,9,47,No,No,6,6,51
Male,2,49,No,Yes,8,2,29
Male,9,49,No,No,8,8,50
Male,3,89,Yes,Yes,6,8,74
Male,4,49,Yes,Yes,8,7,33
Female,1,48,No,Yes,5,0,27
Female,1,67,No,No,6,1,47
Female,1,63,Yes,Yes,6,1,41
Female,9,58,Yes,Yes,4,2,59
Female,8,72,Yes,Yes,9,1,78
Male,5,43,No,No,6,0,31
Male,5,95,No,No,4,4,83
Male,9,42,No,Yes,8,5,45
Female,3,81,No,No,9,6,67
Female,3,51,Yes,Yes,9,9,38
Male,7,57,No,Yes,8,6,52
Male,9,62,No,No,5,1,61
Male,6,59,Yes,Yes,4,6,51
Female,2,45,No,Yes,6,1,23
Female,1,92,Yes,No,4,1,69
Female,2,73,No,Yes,8,5,53
Female,1,81,Yes,No,8,5,59
Male,9,41,Yes,Yes,5,7,38
Female,8,69,Yes,No,9,4,68
Male,7,48,No,No,9,4,42
Male,3,66,No,No,8,9,52
Male,8,81,No,Yes,4,0,79
Female,2,73,No,Yes,9,3,57
Female,2,79,No,No,6,0,57
Male,3,63,No,Yes,6,9,48
Male,7,88,Yes,Yes,4,4,79
Female,1,56,No,Yes,5,7,39
Male,8,68,No,Yes,6,0,66
Female,7,75,Yes,No,4,2,66
Male,4,89,Yes,No,4,0,70
Male,5,51,No,Yes,8,5,40
Female,1,70,Yes,No,9,9,50
Male,4,88,No,No,8,0,73
Male,1,48,Yes,No,9,9,25
Male,1,58,No,Yes,5,2,35
Female,1,85,Yes,Yes,5,4,65
Female,7,85,Yes,No,5,4,83
Male,7,56,No,No,4,1,48
Male,4,41,No,No,4,2,25
Female,2,79,Yes,Yes,8,8,66
Female,3,44,Yes,Yes,6,0,32
Male,8,98,Yes,Yes,9,0,93
Male,8,78,Yes,No,9,1,74
Female,6,93,No,Yes,5,7,91
Female,9,87,Yes,No,9,5,92
Male,9,55,Yes,No,7,3,55
Male,4,56,No,Yes,5,6,41
Female,1,93,No,No,9,5,74
Male,1,66,No,Yes,8,8,47
Female,5,46,No,Yes,9,5,36
Male,2,91,No,No,4,1,70
Female,6,47,No,Yes,8,2,41
Female,7,47,Yes,Yes,8,8,44
Female,1,62,Yes,No,8,6,39
Female,6,71,Yes,No,7,5,63
Female,8,82,No,Yes,7,4,84
Female,5,86,No,Yes,9,2,78
Female,7,57,Yes,Yes,5,3,52
Male,6,77,Yes,No,9,0,66
Male,4,93,No,No,9,4,79
Female,7,51,No,No,9,6,49
Male,9,54,Yes,Yes,4,1,54
Male,7,67,Yes,No,8,7,65
Female,5,94,Yes,Yes,6,9,86
Female,7,77,Yes,Yes,5,5,74
Male,3,89,Yes,Yes,5,9,75
Female,2,95,No,Yes,8,2,79
Male,5,70,Yes,No,5,1,58
Male,4,91,Yes,No,8,7,74
Female,5,48,No,Yes,5,3,39
Male,8,47,Yes,No,9,6,45
Female,4,85,No,No,4,6,67
Female,9,58,No,No,5,9,56
Male,7,90,Yes,Yes,5,8,85
Male,7,47,Yes,No,6,9,37
Female,8,73,No,No,4,7,70
Female,6,96,No,No,9,7,92
Male,8,43,No,Yes,4,6,39
Male,3,70,Yes,No,4,9,53
Male,1,77,Yes,Yes,5,4,53
Female,6,42,Yes,Yes,7,8,36
Female,1,74,Yes,No,5,6,51
Male,9,58,Yes,No,8,2,56
Female,2,82,No,Yes,6,5,62
Female,2,68,Yes,No,4,2,44
Female,7,49,Yes,No,8,5,41
Female,2,51,No,Yes,9,7,36
Female,8,85,Yes,No,8,8,86
Female,6,69,Yes,No,7,1,55
Male,7,69,Yes,Yes,4,5,67
Male,7,57,No,Yes,5,2,47
Female,6,63,No,No,4,6,56
Male,9,71,Yes,Yes,6,3,74
Male,9,48,Yes,No,4,4,47
Male,7,86,Yes,No,8,9,79
Female,9,63,No,No,8,5,64
Male,3,65,No,Yes,5,7,48
Female,3,42,Yes,No,5,1,28
Male,1,62,Yes,Yes,5,3,39
Male,5,50,Yes,No,9,3,41
Female,4,49,Yes,Yes,6,5,36
Male,2,89,No,No,9,3,67
Male,9,75,No,No,9,4,74
Female,3,52,Yes,Yes,9,4,40
Female,8,68,No,No,4,7,65
Female,6,77,No,No,7,3,68
Male,5,98,Yes,Yes,4,5,83
Female,1,92,Yes,No,5,6,68
Male,4,52,Yes,No,6,7,37
Female,3,96,Yes,Yes,9,8,87
Female,1,65,No,No,4,9,42
Male,5,59,Yes,Yes,8,7,49
Female,6,44,Yes,No,9,3,33
Male,2,59,Yes,Yes,4,3,42
Female,3,53,Yes,No,8,9,39
Female,6,84,No,Yes,4,4,75
Male,4,53,Yes,No,4,2,36
Female,9,47,Yes,No,9,1,48
Female,5,87,No,Yes,4,1,80
Female,4,52,Yes,Yes,5,8,42
Male,2,63,Yes,No,8,7,43
Female,6,54,Yes,Yes,6,5,50
Female,2,90,No,No,7,8,74
Female,7,40,Yes,Yes,9,4,39
Female,3,61,Yes,Yes,8,9,47
Male,9,73,Yes,No,5,0,71
Male,5,89,No,No,8,7,79
Male,8,90,Yes,No,6,2,86
Female,6,79,Yes,No,9,8,75
Female,8,42,Yes,Yes,8,0,42
Female,3,94,No,Yes,5,2,80
Female,3,65,No,Yes,9,0,54
Male,5,53,Yes,No,5,0,39
Male,3,97,Yes,No,9,5,82
Female,8,80,No,Yes,7,3,83
Female,8,47,Yes,No,6,9,49
Female,2,88,No,No,7,3,71
Male,4,94,No,Yes,4,4,79
Male,1,94,No,Yes,5,2,71
Male,4,95,Yes,Yes,7,1,79
Male,4,55,No,No,5,9,37
Male,9,81,No,Yes,9,7,85
Female,3,60,Yes,No,5,6,45
Male,2,49,Yes,No,4,9,25
Male,9,96,Yes,No,5,3,96
Male,9,64,No,Yes,9,1,66
Female,1,95,No,Yes,9,8,80
Female,6,77,Yes,No,7,7,73
Female,8,61,No,Yes,6,3,62
Female,3,88,Yes,No,8,4,72
Male,9,87,Yes,No,7,9,88
Male,2,86,Yes,No,4,5,66
Male,6,93,Yes,Yes,8,3,90
Male,1,85,Yes,No,5,1,59
Female,7,43,No,Yes,7,4,43
Female,3,43,No,No,8,0,25
Female,7,69,Yes,No,7,6,71
Male,4,41,No,Yes,5,8,26
Female,9,68,No,Yes,9,2,70
Male,5,82,Yes,No,7,5,72
Male,3,75,No,Yes,4,8,60
Male,8,60,No,No,8,3,53
Male,6,60,Yes,No,8,5,51
Female,2,87,No,Yes,8,2,72
Male,3,60,No,No,7,8,42
Male,8,43,No,Yes,5,6,42
Male,7,40,No,Yes,7,6,36
Male,6,65,No,Yes,7,3,59
Female,1,95,Yes,No,9,5,76
Female,9,90,Yes,Yes,8,7,98
Male,3,41,Yes,No,5,5,24
Female,5,48,Yes,No,6,5,38
Female,7,94,Yes,Yes,5,3,92
Male,7,96,No,Yes,7,7,92
Male,3,84,No,No,4,9,64
Male,4,57,Yes,No,5,7,42
Male,7,87,Yes,Yes,8,8,86
Male,8,87,Yes,No,4,5,84
Male,2,96,No,No,6,1,70
Male,9,81,No,No,6,3,74
Female,7,80,No,No,4,3,73
Female,8,50,No,No,6,7,48
Female,6,64,No,No,4,4,50
Male,6,65,No,Yes,7,3,58
Female,9,97,Yes,No,4,7,96
Male,4,75,No,No,7,2,59
Female,5,81,Yes,No,8,1,67
Male,9,74,Yes,Yes,8,3,75
Male,1,77,No,No,6,0,52
Male,4,42,No,Yes,9,0,30
Female,7,98,No,No,9,4,95
Female,9,80,No,Yes,4,0,79
Female,6,74,No,No,7,3,67
Female,8,89,No,No,8,7,86
Female,9,79,No,Yes,8,7,85
Female,4,61,No,Yes,8,1,54
Female,1,47,Yes,Yes,6,2,27
Male,8,54,Yes,No,8,2,54
Male,2,84,No,Yes,9,0,67
Female,1,46,Yes,Yes,5,2,25
Male,7,58,No,No,6,7,54
Female,9,79,Yes,Yes,4,5,82
Female,9,81,Yes,No,5,4,80
Female,3,56,No,Yes,6,9,41
Male,6,40,No,Yes,6,8,32
Female,7,84,No,No,7,6,78
Male,9,68,Yes,No,5,5,65
Female,2,97,Yes,Yes,5,4,80
Male,8,52,No,Yes,9,4,52
Female,7,95,Yes,Yes,5,9,98
Male,4,87,No,Yes,8,8,75
Male,2,68,Yes,Yes,9,9,50
Male,8,80,No,Yes,8,5,79
Male,5,81,Yes,No,9,3,67
Female,6,45,No,Yes,4,3,45
Male,7,44,No,No,9,3,39
Male,1,73,No,No,4,5,50
Female,8,50,Yes,Yes,9,0,53
Male,4,48,No,No,4,8,28
Female,9,77,Yes,No,8,1,79
Female,1,79,No,Yes,9,1,61
Male,2,80,No,Yes,7,4,64
Female,6,48,No,No,9,3,41
Female,1,47,Yes,No,4,2,21
Female,4,83,Yes,No,6,4,74
Male,8,97,Yes,No,8,6,96
Male,5,79,No,No,7,9,66
Female,9,42,Yes,Yes,6,1,45
Male,6,52,No,Yes,6,5,45
Female,1,58,No,Yes,8,3,38
Male,6,73,No,Yes,9,1,66
Female,6,71,No,Yes,5,0,65
Female,6,88,No,No,7,7,81
Male,8,55,Yes,No,9,4,53
Male,6,75,Yes,No,8,9,66
Male,5,57,No,No,5,1,41
Male,2,53,No,No,8,7,34
Female,4,69,Yes,Yes,8,2,60
Male,5,41,No,No,6,6,27
Female,4,52,No,Yes,9,1,40
Male,2,66,No,Yes,8,6,50
Male,7,98,No,Yes,9,3,95
Female,2,92,Yes,No,5,9,73
Male,1,91,No,No,6,0,64
Male,5,56,Yes,No,5,4,40
Female,1,70,Yes,No,5,3,49
Female,1,54,Yes,No,6,7,30
Male,1,96,Yes,No,9,0,70
Female,6,59,No,Yes,5,1,52
Male,9,44,No,Yes,4,4,44
Female,1,46,No,No,9,9,28
Male,5,57,Yes,Yes,8,9,49
Male,9,95,Yes,No,6,1,89
Male,9,50,Yes,Yes,6,0,48
Female,1,71,No,No,9,5,53
Female,8,89,No,No,4,9,87
Female,1,66,No,No,4,3,40
Male,8,65,Yes,Yes,4,4,60
Male,1,76,Yes,Yes,4,2,55
Male,5,84,No,Yes,7,9,73
Male,8,67,Yes,Yes,6,5,65
Male,6,89,Yes,No,5,3,78
Male,9,41,No,Yes,6,5,45
Male,1,59,Yes,Yes,6,4,35
Male,9,43,Yes,Yes,6,1,46
Male,1,52,No,No,4,3,30
Female,3,63,Yes,No,4,1,43
Male,1,87,Yes,No,7,4,60
Male,3,77,Yes,Yes,9,2,63
Female,2,97,Yes,Yes,6,5,82
Female,2,79,No,No,8,4,63
Male,9,87,No,No,9,1,83
Male,8,84,Yes,Yes,7,9,85
Male,1,94,No,No,4,7,70
Female,4,68,No,No,6,5,54
Male,1,97,No,Yes,4,8,74
Male,1,75,Yes,Yes,9,2,55
Female,4,41,Yes,No,5,3,33
Male,2,80,No,No,4,7,54
Male,3,57,No,Yes,4,6,45
Male,9,88,No,Yes,7,7,89
Female,2,47,No,No,5,8,25
Male,4,97,Yes,No,9,7,81
Male,1,54,No,No,8,7,30
Female,2,80,Yes,No,8,5,63
Female,5,56,Yes,Yes,8,1,49
Female,1,62,Yes,No,6,6,39
Female,7,41,Yes,No,8,3,40
Female,4,45,Yes,No,6,2,28
Male,6,68,Yes,No,9,3,58
Female,8,66,Yes,No,9,3,65
Male,6,76,No,No,4,2,64
Male,2,88,Yes,No,8,8,66
Female,1,73,No,No,7,2,51
Female,8,57,No,Yes,9,1,59
Male,8,81,No,No,5,0,76
Male,9,49,No,No,5,0,46
Female,6,77,No,No,9,4,69
Male,1,98,Yes,No,4,4,71
Male,9,83,Yes,Yes,5,8,83
Male,3,56,No,No,5,3,34
Female,6,98,No,Yes,4,4,87
Male,9,52,No,Yes,4,5,51
Male,3,91,Yes,Yes,4,9,75
Female,5,87,No,Yes,7,6,78
Male,5,81,Yes,No,4,8,69
Female,7,66,Yes,No,4,5,60
Female,4,92,No,Yes,4,0,81
Female,4,41,Yes,No,9,7,28
Female,7,73,Yes,Yes,8,1,70
Female,9,70,Yes,No,9,8,75
Male,4,62,No,No,8,6,43
Female,4,46,No,No,7,6,32
Female,6,77,No,Yes,7,9,74
Female,6,72,No,No,5,9,66
Female,7,51,No,No,9,4,47
Male,1,84,No,Yes,8,7,62
Male,3,51,No,Yes,7,9,35
Male,9,58,No,No,7,0,51
Male,6,48,Yes,No,9,2,37
Female,6,49,No,No,5,8,43
Female,5,56,Yes,Yes,4,0,49
Male,3,89,Yes,No,6,7,71
Male,5,79,No,Yes,5,5,72
Male,1,78,Yes,Yes,6,9,56
Male,3,80,Yes,Yes,5,4,64
Female,4,49,No,No,5,5,30
Male,5,51,Yes,Yes,4,4,39
Female,9,54,No,Yes,7,8,58
Female,4,70,Yes,No,8,1,56
Female,3,54,Yes,Yes,5,9,43
Male,1,67,No,No,4,5,37
Female,6,43,Yes,Yes,6,3,34
Female,7,75,Yes,Yes,9,2,75
Female,8,94,No,No,9,4,89
Female,1,40,No,No,7,1,18
Male,4,97,Yes,No,9,2,82
Male,5,83,Yes,No,5,6,72
Male,2,96,No,No,6,0,74
Male,1,73,Yes,No,5,1,48
Male,8,86,No,No,9,2,82
Male,6,56,No,No,8,9,49
Female,5,78,No,No,9,6,71
Male,9,77,Yes,Yes,8,3,80
Male,2,83,Yes,No,9,7,64
Male,8,90,Yes,Yes,7,7,91
Male,9,72,No,No,6,0,69
Male,1,60,Yes,Yes,8,4,40
Male,7,65,No,No,4,0,54
Female,8,85,Yes,Yes,7,6,84
